UniProt	Ensembl
A0A0G2K4M3	ENSRNOG00000053428
A0A0G2K7Y7	ENSRNOG00000014080
F1LM73	ENSRNOG00000029071
F1LUV6	ENSRNOG00000046576
F1LMS4	ENSRNOG00000043185
F1LN96	ENSRNOG00000018023
F1LRT9	ENSRNOG00000006178
F1M8F0	ENSRNOG00000005710
F1M9R4	ENSRNOG00000001627
A0A0G2JTK6	ENSRNOG00000004685
A0A0G2JTM7	ENSRNOG00000014419
A0A0G2JZ23	ENSRNOG00000014025
A0A0G2K062	ENSRNOG00000028259
A0A0G2K1T3	ENSRNOG00000009812
A0A0G2K3C7	ENSRNOG00000010517
A0A0G2K7N8	ENSRNOG00000047296
A0A0G2K8S9	ENSRNOG00000002256
A0A0G2KAK0	ENSRNOG00000045541
A0A0G2KAL7	ENSRNOG00000020087
A0A0G2KB83	ENSRNOG00000052151
M0R452	ENSRNOG00000045802
M0R9V7	ENSRNOG00000047145
M0RBR8	ENSRNOG00000048676
M0RD23	ENSRNOG00000030212
A0A0U1RVK4	ENSRNOG00000038473
D3Z9Y5	ENSRNOG00000005758
D3ZF44	ENSRNOG00000032728
D3ZH81	ENSRNOG00000032365
D3ZZ08	ENSRNOG00000030177
D4A215	ENSRNOG00000048685
D4A9P2	ENSRNOG00000031494
M0R3P5	ENSRNOG00000050974
M0R8H8	ENSRNOG00000001627
D3ZZC8	ENSRNOG00000050676
A0A096MJL2	ENSRNOG00000047261
A0A096MJT2	ENSRNOG00000011425
A0A1B0GWL4	ENSRNOG00000022156
A0A1B0GWS1	ENSRNOG00000049464
A0A1B0GWT5	ENSRNOG00000014811
A0A0G2K0X2	ENSRNOG00000053200
A0A0G2K8F9	ENSRNOG00000006180
A0A0G2K8K3	ENSRNOG00000001865
A0A0G2KAC6	ENSRNOG00000052388
M0R4X3	ENSRNOG00000047308
M0RBD1	ENSRNOG00000023733
A0A0U1RRX9	ENSRNOG00000001048
F1LPF7	ENSRNOG00000009314
F1M7G4	ENSRNOG00000027655
F1M924	ENSRNOG00000015707
A0A0G2JSH5	ENSRNOG00000002911
A0A0G2JT60	ENSRNOG00000029001
A0A0G2JT85	ENSRNOG00000005633
A0A0G2JVT5	ENSRNOG00000057125
A0A0G2JW69	ENSRNOG00000058340
A0A0G2JXG5	ENSRNOG00000061091
A0A0G2JZC6	ENSRNOG00000015026
A0A0G2K4G2	ENSRNOG00000019100
A0A0G2K4U2	ENSRNOG00000018937
A0A0G2K565	ENSRNOG00000046649
A0A0G2K6C6	ENSRNOG00000060202
A0A0G2K8R7	ENSRNOG00000018532
A0A0G2KA50	ENSRNOG00000008316
A0A0G2KB74	ENSRNOG00000043212
D4A853	ENSRNOG00000056118
A0A0H2UHC6	ENSRNOG00000004018
A0A0H2UHP6	ENSRNOG00000018327
A0A0H2UI22	ENSRNOG00000010918
M0R642	ENSRNOG00000045924
D3Z901	ENSRNOG00000037556
D3Z9G1	ENSRNOG00000030027
D3ZB81	ENSRNOG00000038398
D3ZIW9	ENSRNOG00000039233
D3ZKF7	ENSRNOG00000010037
D3ZN20	ENSRNOG00000020148
D3ZS07	ENSRNOG00000029760
D3ZSB9	ENSRNOG00000038183
D4A6C8	ENSRNOG00000037618
D4AAN0	ENSRNOG00000026853
A0A0G2JUI5	ENSRNOG00000002376
A0A0G2JUP3	ENSRNOG00000058068
A0A0G2JV36	ENSRNOG00000056689
A0A0G2JVT6	ENSRNOG00000058400
A0A0G2JW57	ENSRNOG00000007981
A0A0G2JWY9	ENSRNOG00000058202
A0A0G2JYT8	ENSRNOG00000004709
A0A0G2K9E8	ENSRNOG00000061928
A0A0G2KAJ0	ENSRNOG00000029386
A0A0H2UHB0	ENSRNOG00000002474
A0A0H2UHY1	ENSRNOG00000005365
F1M8G4	ENSRNOG00000019728
A0A0G2JXP1	ENSRNOG00000011146
A0A0G2K082	ENSRNOG00000004158
A0A0G2K1B9	ENSRNOG00000058775
A0A0G2K559	ENSRNOG00000056545
M0R440	ENSRNOG00000047761
A0A096MJC9	ENSRNOG00000047261
A0A1B0GWL2	ENSRNOG00000013610
A0A1B0GWU6	ENSRNOG00000024280
D3ZJ37	ENSRNOG00000042680
M0R7L7	ENSRNOG00000049123
A0A0A0MY44	ENSRNOG00000028541
E9PTZ7	ENSRNOG00000050183
A0A096MJX9	ENSRNOG00000000420
A0A096MJY5	ENSRNOG00000003917
F7EV11	ENSRNOG00000032539
A0A1B0GWK8	ENSRNOG00000015425
A0A0G2JSP1	ENSRNOG00000015557
M0RDE1	ENSRNOG00000050820
A0A096UWG9	ENSRNOG00000002338
F1LPQ9	ENSRNOG00000011504
F1LS89	ENSRNOG00000017060
F1LU76	ENSRNOG00000030759
F1LWF2	ENSRNOG00000033026
F1LWM8	ENSRNOG00000011435
A0A140TAI5	ENSRNOG00000002516
A0A140TAD7	ENSRNOG00000019729
M0R3K1	ENSRNOG00000050578
D3ZD84	ENSRNOG00000012952
D3ZRY8	ENSRNOG00000048643
D4A1A5	ENSRNOG00000004973
D3ZCD3	ENSRNOG00000046404
D3ZIX4	ENSRNOG00000027722
D3ZL91	ENSRNOG00000029745
D3ZV50	ENSRNOG00000039203
D3ZXI3	ENSRNOG00000036680
D4A235	ENSRNOG00000016274
D4A9E9	ENSRNOG00000032311
D4AA94	ENSRNOG00000000156
D4ABD3	ENSRNOG00000015674
D4ABT2	ENSRNOG00000031950
D4ACC8	ENSRNOG00000001589
A0A096MJC0	ENSRNOG00000056637
A0A0G2JUG6	ENSRNOG00000045926
A0A0G2JVX7	ENSRNOG00000055909
A0A0G2JY35	ENSRNOG00000019986
A0A0G2JYX8	ENSRNOG00000016752
A0A0G2K2Z2	ENSRNOG00000056954
A0A0G2K386	ENSRNOG00000002912
A0A0G2K3V7	ENSRNOG00000047611
A0A0G2K511	ENSRNOG00000008237
A0A0G2K7G5	ENSRNOG00000024085
A0A0G2K7Q0	ENSRNOG00000056493
A0A0G2K919	ENSRNOG00000009205
A0A0G2K9S0	ENSRNOG00000057250
A0A0G2K9S5	ENSRNOG00000049633
A0A0G2KAQ0	ENSRNOG00000007310
M0R3P0	ENSRNOG00000050884
M0R522	ENSRNOG00000000097
M0R536	ENSRNOG00000049782
M0RAB9	ENSRNOG00000050426
M0RB11	ENSRNOG00000049633
M0RBF8	ENSRNOG00000046023
A0A0X1KG81	ENSRNOG00000056944
A0A0G2JTH7	ENSRNOG00000015734
A0A0G2JU68	ENSRNOG00000042860
A0A0G2JU77	ENSRNOG00000020495
A0A0G2JUD4	ENSRNOG00000059295
A0A0G2JUY3	ENSRNOG00000059176
A0A0G2JWA6	ENSRNOG00000052384
A0A0G2JXI5	ENSRNOG00000032768
A0A0G2JY59	ENSRNOG00000042705
A0A0G2JYH8	ENSRNOG00000018798
A0A0G2K0W0	ENSRNOG00000016767
A0A0G2K229	ENSRNOG00000008857
A0A0G2K561	ENSRNOG00000009419
A0A0G2K699	ENSRNOG00000017714
A0A0G2K7Q4	ENSRNOG00000060448
F1MAB8	ENSRNOG00000056069
M0R9X7	ENSRNOG00000050189
A0A0G2JSQ5	ENSRNOG00000018359
A0A0G2JT97	ENSRNOG00000009193
A0A0G2JU55	ENSRNOG00000033345
A0A0G2JXZ3	ENSRNOG00000056703
A0A0G2K033	ENSRNOG00000028255
A0A0G2K380	ENSRNOG00000033585
G3V7X7	ENSRNOG00000014960
F1LM09	ENSRNOG00000025496
F1LN48	ENSRNOG00000004646
F1LQ35	ENSRNOG00000011417
F1LW74	ENSRNOG00000025406
F1M2D4	ENSRNOG00000022771
F1M4Y5	ENSRNOG00000023712
F1M8G9	ENSRNOG00000002126
F1M979	ENSRNOG00000008510
F1MA26	ENSRNOG00000032552
A0A140TAA7	ENSRNOG00000010298
A0A140TAD0	ENSRNOG00000017602
A0A0U1RS41	ENSRNOG00000015419
D3ZQR6	ENSRNOG00000037462
D4A2V0	ENSRNOG00000021410
D4A5F6	ENSRNOG00000024438
M0RDX6	ENSRNOG00000047741
A0A0G2JTY6	ENSRNOG00000003392
A0A0G2JUA8	ENSRNOG00000060571
A0A0G2JVW5	ENSRNOG00000061262
A0A0G2JZG2	ENSRNOG00000019358
A0A0G2K0K7	ENSRNOG00000020730
A0A0G2K1R9	ENSRNOG00000053288
A0A0G2K5L9	ENSRNOG00000052952
A0A0G2K6L7	ENSRNOG00000029264
A0A0G2K9J0	ENSRNOG00000052840
M0R8W0	ENSRNOG00000053200
D3Z9Y2	ENSRNOG00000008237
D3ZI20	ENSRNOG00000001341
D3ZKY4	ENSRNOG00000007683
D3ZW82	ENSRNOG00000021217
D4ABZ4	ENSRNOG00000015503
D4ACN5	ENSRNOG00000027505
D4ADP1	ENSRNOG00000002255
A0A1B0GWM3	ENSRNOG00000011300
D4A741	ENSRNOG00000011191
M0RDF1	ENSRNOG00000050200
A0A0G2JTM3	ENSRNOG00000006867
A0A0G2JVI5	ENSRNOG00000060665
A0A0G2JVX9	ENSRNOG00000008919
A0A0G2JYX7	ENSRNOG00000049761
A0A0G2JZZ0	ENSRNOG00000011154
A0A0G2K8E2	ENSRNOG00000057967
E9PTV4	ENSRNOG00000006576
M0R485	ENSRNOG00000042318
M0R9P0	ENSRNOG00000047259
M0RBJ7	ENSRNOG00000046834
M0RC42	ENSRNOG00000048719
F7F1Y3	ENSRNOG00000020351
A0A096MJB1	ENSRNOG00000025119
A0A1B0GWQ4	ENSRNOG00000018899
A0A140UHX9	ENSRNOG00000001032
F1LM54	ENSRNOG00000016050
F1LMW5	ENSRNOG00000004752
F1LNW2	ENSRNOG00000021938
F1LP13	ENSRNOG00000009419
F1LPG6	ENSRNOG00000020349
F1LQS9	ENSRNOG00000015026
F1LUJ0	ENSRNOG00000046623
F1LV13	ENSRNOG00000007921
F1LVX4	ENSRNOG00000038412
F1M1N8	ENSRNOG00000025713
F1M820	ENSRNOG00000015658
F1MAG0	ENSRNOG00000009970
Z4YNN0	ENSRNOG00000015148
M0RD55	ENSRNOG00000049361
E9PU01	ENSRNOG00000018309
G3V7J5	ENSRNOG00000011635
G3V8X5	ENSRNOG00000002616
M0R4V1	ENSRNOG00000046264
D3Z895	ENSRNOG00000011228
D3ZDX5	ENSRNOG00000029510
D3ZQU5	ENSRNOG00000046649
D3ZV81	ENSRNOG00000015459
D4A321	ENSRNOG00000014619
D4A3K2	ENSRNOG00000037134
D4A4D3	ENSRNOG00000000277
D4A5N6	ENSRNOG00000031638
F1LNW0	ENSRNOG00000016374
F1LP30	ENSRNOG00000013293
F1LRZ0	ENSRNOG00000008683
F1LSP9	ENSRNOG00000008907
F1LV53	ENSRNOG00000027916
F1LZB7	ENSRNOG00000007764
F1M278	ENSRNOG00000037428
F1M6T6	ENSRNOG00000026425
F1M764	ENSRNOG00000005430
F1M771	ENSRNOG00000005353
A0A0G2JVQ8	ENSRNOG00000051993
A0A0G2JVR6	ENSRNOG00000046639
A0A0G2JWK0	ENSRNOG00000048449
A0A0G2JX32	ENSRNOG00000012490
A0A0G2JZ17	ENSRNOG00000014395
A0A0G2K318	ENSRNOG00000014104
A0A0G2K3B2	ENSRNOG00000013507
A0A0G2K3M9	ENSRNOG00000001099
A0A0G2K4N8	ENSRNOG00000056637
A0A0G2K5D9	ENSRNOG00000040195
A0A0G2K5M0	ENSRNOG00000051964
A0A0G2K5V9	ENSRNOG00000007707
A0A0G2K6N8	ENSRNOG00000002912
A0A0G2K731	ENSRNOG00000022107
A0A0G2K7P9	ENSRNOG00000002126
A0A0G2K7W3	ENSRNOG00000060685
A0A0G2K8V1	ENSRNOG00000017154
A0A0G2K9D8	ENSRNOG00000053247
A0A0G2KB38	ENSRNOG00000005070
D4A135	ENSRNOG00000053406
G3V9X8	ENSRNOG00000051408
D3ZNY7	ENSRNOG00000042329
D3ZWB4	ENSRNOG00000013707
M0R752	ENSRNOG00000005634
A0A0G2JUM5	ENSRNOG00000002346
A0A0G2K2T8	ENSRNOG00000055769
A0A0G2KB37	ENSRNOG00000060571
D3Z9A5	ENSRNOG00000043106
D3ZFL6	ENSRNOG00000025142
D3ZKK5	ENSRNOG00000002697
D3ZQK8	ENSRNOG00000007012
D3ZT52	ENSRNOG00000028227
D3ZTN0	ENSRNOG00000025028
D3ZUC7	ENSRNOG00000010486
D3ZXF4	ENSRNOG00000026025
D4A1L2	ENSRNOG00000027880
D4A412	ENSRNOG00000008516
D4A523	ENSRNOG00000003170
D4A728	ENSRNOG00000006032
D4A9X1	ENSRNOG00000001872
D4AAL4	ENSRNOG00000030149
D4AB86	ENSRNOG00000047344
M0R6G0	ENSRNOG00000050251
A0A096MJ95	ENSRNOG00000007091
A0A096MKC0	ENSRNOG00000023577
A0A1B0GWN1	ENSRNOG00000012664
A0A1B0GWR6	ENSRNOG00000002376
A0A1B0GWW1	ENSRNOG00000020027
Z4YNF4	ENSRNOG00000005260
A0A0A0MY00	ENSRNOG00000020624
M3ZCQ2	ENSRNOG00000012157
D3ZJ62	ENSRNOG00000042781
D3ZQG3	ENSRNOG00000001443
F1LWV8	ENSRNOG00000021468
A0A096MIY4	ENSRNOG00000007597
A0A096MJA9	ENSRNOG00000007445
A0A096MK15	ENSRNOG00000006783
D4ACR1	ENSRNOG00000042996
A0A096MK13	ENSRNOG00000013322
A0A096MK25	ENSRNOG00000015033
A0A096MK99	ENSRNOG00000051196
F7EZ89	ENSRNOG00000003889
A0A096P6M6	ENSRNOG00000033923
D4A652	ENSRNOG00000004083
F1M3Q4	ENSRNOG00000033265
F2Z3S3	ENSRNOG00000001823
F7FC99	ENSRNOG00000017759
D3Z930	ENSRNOG00000025512
D3ZDW2	ENSRNOG00000017945
D3ZJI6	ENSRNOG00000004693
D4AA52	ENSRNOG00000037188
A0A0A0MY13	ENSRNOG00000024832
F1LXI7	ENSRNOG00000029974
F7EYR2	ENSRNOG00000025494
D3ZZJ3	ENSRNOG00000030569
R9PXX2	ENSRNOG00000024878
F7E4S0	ENSRNOG00000030481
F7F469	ENSRNOG00000027008
A0A096MK27	ENSRNOG00000004197
A0A096MKE7	ENSRNOG00000021133
A0A096MIY8	ENSRNOG00000007445
A0A096MJC8	ENSRNOG00000042679
F7FKK4	ENSRNOG00000028749
A0A096MIV9	ENSRNOG00000003305
A0A096MJ18	ENSRNOG00000009382
F7EUP0	ENSRNOG00000038369
F7F730	ENSRNOG00000029597
A0A0A0MY09	ENSRNOG00000026963
A0A096MKB7	ENSRNOG00000000847
A0A096MIX1	ENSRNOG00000051232
F7EUU4	ENSRNOG00000006499
F7F557	ENSRNOG00000015187
A0A096MIT8	ENSRNOG00000033844
A0A096MIZ7	ENSRNOG00000013877
A0A096MJA1	ENSRNOG00000011425
A0A096MJN7	ENSRNOG00000021129
A0A096MJR4	ENSRNOG00000005177
A0A096MJX1	ENSRNOG00000005592
A0A0G2JSX1	ENSRNOG00000015218
A0A0G2JSY9	ENSRNOG00000016267
A0A0G2JVJ6	ENSRNOG00000053696
A0A0G2JX43	ENSRNOG00000016145
A0A0G2K7C1	ENSRNOG00000000851
A0A0G2K9R7	ENSRNOG00000060588
A0A0G2JSH6	ENSRNOG00000003104
F7EYS3	ENSRNOG00000024068
F1LLZ7	ENSRNOG00000003063
F6PUQ7	ENSRNOG00000009310
A0A0A0MXT5	ENSRNOG00000001680
A0A0A0MXW5	ENSRNOG00000026974
E9PT12	ENSRNOG00000022890
E9PTQ9	ENSRNOG00000024785
G3V7V4	ENSRNOG00000013994
D3Z860	ENSRNOG00000042163
D3Z9F2	ENSRNOG00000006575
D3Z9Q0	ENSRNOG00000050845
D3Z9W1	ENSRNOG00000042706
D3ZAH0	ENSRNOG00000038477
D3ZAH4	ENSRNOG00000018006
D3ZAJ3	ENSRNOG00000049717
D3ZDE9	ENSRNOG00000030214
D3ZDR7	ENSRNOG00000012965
D3ZG95	ENSRNOG00000012767
D3ZIJ4	ENSRNOG00000004932
D3ZJU3	ENSRNOG00000021811
D3ZL75	ENSRNOG00000029826
D3ZLH7	ENSRNOG00000011614
D3ZLP2	ENSRNOG00000008059
D3ZMD0	ENSRNOG00000049129
D3ZMQ6	ENSRNOG00000023216
D3ZMY8	ENSRNOG00000001276
D3ZPB6	ENSRNOG00000016381
D3ZQW8	ENSRNOG00000011262
D3ZRC3	ENSRNOG00000009836
D3ZS16	ENSRNOG00000039390
D3ZTB5	ENSRNOG00000012393
D3ZV96	ENSRNOG00000004744
D3ZX21	ENSRNOG00000022938
D3ZXV3	ENSRNOG00000033813
D3ZY10	ENSRNOG00000024479
D3ZY32	ENSRNOG00000006741
D4A1A1	ENSRNOG00000005749
D4A3M6	ENSRNOG00000008244
D4A4A8	ENSRNOG00000008632
D4A771	ENSRNOG00000033058
D4A7G5	ENSRNOG00000024563
D4A7K4	ENSRNOG00000005965
D4A7T4	ENSRNOG00000039892
D4A897	ENSRNOG00000021524
D4A8L3	ENSRNOG00000000257
D4A903	ENSRNOG00000020883
D4A9F1	ENSRNOG00000022524
D4AA61	ENSRNOG00000019301
D4AAV1	ENSRNOG00000005266
D4AAY5	ENSRNOG00000001792
D4AB39	ENSRNOG00000048808
D4ADZ6	ENSRNOG00000003213
E9PTZ2	ENSRNOG00000037156
G3V9N3	ENSRNOG00000037456
A0A0G2QC37	ENSRNOG00000045593
D3Z8N7	ENSRNOG00000038225
D3Z9L0	ENSRNOG00000011509
D3ZCK4	ENSRNOG00000000502
D3ZD83	ENSRNOG00000012534
D3ZQ54	ENSRNOG00000006051
D3ZV19	ENSRNOG00000007426
D3ZWR8	ENSRNOG00000012521
D3ZZ60	ENSRNOG00000050666
D4ABJ6	ENSRNOG00000004415
D4ADV7	ENSRNOG00000039615
D3ZA00	ENSRNOG00000040201
D3ZC89	ENSRNOG00000002423
D3ZEB8	ENSRNOG00000032203
D3ZHL6	ENSRNOG00000004923
D3ZJA2	ENSRNOG00000013778
D3ZU05	ENSRNOG00000048259
D3ZYR2	ENSRNOG00000015432
D4A4M0	ENSRNOG00000029012
D4ABN8	ENSRNOG00000042951
E9PSJ1	ENSRNOG00000008209
E9PSZ9	ENSRNOG00000014515
G3V7V1	ENSRNOG00000014520
F1LPG3	ENSRNOG00000020350
F1LQ34	ENSRNOG00000010270
F1LR31	ENSRNOG00000012472
F1LRJ6	ENSRNOG00000013322
F1LRS4	ENSRNOG00000009653
F1LTL7	ENSRNOG00000028926
F1LU97	ENSRNOG00000013160
F1LXB5	ENSRNOG00000037801
F1LXV3	ENSRNOG00000007879
F1LYH5	ENSRNOG00000028847
F1LYZ6	ENSRNOG00000018845
F1M0M0	ENSRNOG00000013474
F1M150	ENSRNOG00000032419
F1M155	ENSRNOG00000018110
F1M1B9	ENSRNOG00000031306
F1M2J2	ENSRNOG00000024870
F1M547	ENSRNOG00000014452
F1M665	ENSRNOG00000005608
F1M6J5	ENSRNOG00000039837
F1M6Y6	ENSRNOG00000050117
F1M778	ENSRNOG00000013177
F1M7E1	ENSRNOG00000018497
F1M7L3	ENSRNOG00000037087
F1M7X3	ENSRNOG00000014371
F1M8E1	ENSRNOG00000001876
F1M9A2	ENSRNOG00000001492
F1M9B7	ENSRNOG00000031438
F1M9S9	ENSRNOG00000007441
F1MAC0	ENSRNOG00000002470
F1MAL8	ENSRNOG00000018132
D3ZEF0	ENSRNOG00000028911
D3ZEV9	ENSRNOG00000030641
D3ZI75	ENSRNOG00000043512
D3ZIW1	ENSRNOG00000039239
D3ZKN9	ENSRNOG00000031533
D3ZKP9	ENSRNOG00000033531
D3ZPI6	ENSRNOG00000015248
D3ZQ91	ENSRNOG00000037481
D3ZUT9	ENSRNOG00000015153
D3ZY03	ENSRNOG00000013962
D4A0S3	ENSRNOG00000021313
D4A3U8	ENSRNOG00000007017
D4A709	ENSRNOG00000006028
D4A9Q0	ENSRNOG00000023412
D4AAB4	ENSRNOG00000001973
D4AAH9	ENSRNOG00000001642
D4AD03	ENSRNOG00000005307
D4AD14	ENSRNOG00000026196
D4AD74	ENSRNOG00000015876
D3Z8G1	ENSRNOG00000046448
D3Z9Q2	ENSRNOG00000043417
D3ZAA7	ENSRNOG00000026208
D3ZGN3	ENSRNOG00000033368
D3ZMK1	ENSRNOG00000029104
D4A105	ENSRNOG00000019743
E9PT35	ENSRNOG00000031459
F1LME1	ENSRNOG00000000055
F1LMG6	ENSRNOG00000016712
F1LMK6	ENSRNOG00000001388
F1LML3	ENSRNOG00000013004
F1LN34	ENSRNOG00000010960
F1LN69	ENSRNOG00000033508
F1LR81	ENSRNOG00000009987
F1LRK3	ENSRNOG00000020401
F1LRT1	ENSRNOG00000017597
F1LSV2	ENSRNOG00000024009
F1LUC2	ENSRNOG00000021833
F1LUY7	ENSRNOG00000025290
F1LV44	ENSRNOG00000012802
F1LVL1	ENSRNOG00000046767
F1LY66	ENSRNOG00000043478
F1M0E7	ENSRNOG00000013239
F1M3S1	ENSRNOG00000037190
F1M572	ENSRNOG00000043426
F1M768	ENSRNOG00000027099
F1M790	ENSRNOG00000015655
F1M9Y8	ENSRNOG00000024737
D3ZL56	ENSRNOG00000045867
D3ZLD2	ENSRNOG00000007849
D3ZR91	ENSRNOG00000036645
D3ZS52	ENSRNOG00000032740
D3ZSK6	ENSRNOG00000022921
D3ZY49	ENSRNOG00000001178
D3ZZH5	ENSRNOG00000032329
D4A0Y6	ENSRNOG00000028137
D4A300	ENSRNOG00000042023
D4A3C9	ENSRNOG00000018845
D4A4R3	ENSRNOG00000027311
D4A715	ENSRNOG00000017249
D4A7B4	ENSRNOG00000033115
D4A7G0	ENSRNOG00000004083
D4A899	ENSRNOG00000025539
D4AAU4	ENSRNOG00000016036
D3ZGI9	ENSRNOG00000018111
D4A861	ENSRNOG00000048413
D4A8X2	ENSRNOG00000029706
E9PTI0	ENSRNOG00000014807
F1LS65	ENSRNOG00000007646
F1LUD2	ENSRNOG00000045841
F1M2N4	ENSRNOG00000026991
F1M5B9	ENSRNOG00000042025
F1LMI1	ENSRNOG00000007906
F1LP46	ENSRNOG00000000392
F1LPR0	ENSRNOG00000011634
F1LSK5	ENSRNOG00000006483
F1LT23	ENSRNOG00000048417
F1LTN0	ENSRNOG00000013007
F1LTT6	ENSRNOG00000022717
F1LVR6	ENSRNOG00000024298
F1LVY9	ENSRNOG00000022303
F1LWZ0	ENSRNOG00000015657
F1LXS6	ENSRNOG00000007701
F1M389	ENSRNOG00000018615
F1M4Z0	ENSRNOG00000022610
F1M5J1	ENSRNOG00000021424
F1M5J7	ENSRNOG00000042181
F1M652	ENSRNOG00000016164
F1M7C0	ENSRNOG00000013353
F1MAA4	ENSRNOG00000008052
D3Z962	ENSRNOG00000017259
D3ZCW9	ENSRNOG00000049799
D3ZGD0	ENSRNOG00000002645
D3ZGS7	ENSRNOG00000023182
D3ZH36	ENSRNOG00000007934
D3ZK44	ENSRNOG00000050291
D3ZQT7	ENSRNOG00000011387
D3ZR49	ENSRNOG00000015226
D4A6Y6	ENSRNOG00000012831
D4A9T9	ENSRNOG00000013378
D4ABN3	ENSRNOG00000002051
D4ABN7	ENSRNOG00000037079
D4ADZ3	ENSRNOG00000036910
F1LMB5	ENSRNOG00000028155
F1LMW2	ENSRNOG00000013877
F1LN97	ENSRNOG00000018290
F1LQP7	ENSRNOG00000015220
F1LRE0	ENSRNOG00000004560
F1LS72	ENSRNOG00000021113
F1LTH9	ENSRNOG00000015440
F1LZK3	ENSRNOG00000031229
F1M163	ENSRNOG00000028582
F1M404	ENSRNOG00000036980
F1M4E3	ENSRNOG00000039858
F1M5N0	ENSRNOG00000017387
G3V9V4	ENSRNOG00000009074
A0A0G2QC19	ENSRNOG00000017876
D3ZYL3	ENSRNOG00000017648
F1LPJ2	ENSRNOG00000006645
F1LQB0	ENSRNOG00000007477
F1LSA7	ENSRNOG00000011992
F1LU08	ENSRNOG00000042690
F1LYB3	ENSRNOG00000000963
F1LYT8	ENSRNOG00000042820
F1LZA7	ENSRNOG00000008138
F1LZQ6	ENSRNOG00000008990
F1M086	ENSRNOG00000004787
F1M1C9	ENSRNOG00000003949
F1M4U9	ENSRNOG00000006828
F1M6W1	ENSRNOG00000013223
F1M7Z2	ENSRNOG00000019592
F1M965	ENSRNOG00000011723
F1MAK1	ENSRNOG00000007241
D3Z840	ENSRNOG00000016689
D3Z9E7	ENSRNOG00000008086
D3ZAF3	ENSRNOG00000032085
D3ZAI1	ENSRNOG00000048434
D3ZC04	ENSRNOG00000022704
D3ZM68	ENSRNOG00000039060
D3ZQ16	ENSRNOG00000023870
D3ZSP7	ENSRNOG00000001682
D3ZSR8	ENSRNOG00000033439
D3ZXY4	ENSRNOG00000014907
D3ZY81	ENSRNOG00000049074
D4A1U4	ENSRNOG00000047427
D4A1U7	ENSRNOG00000019671
D4A241	ENSRNOG00000026234
D4A337	ENSRNOG00000048675
D4A3Q6	ENSRNOG00000022257
D4A484	ENSRNOG00000031728
D4A538	ENSRNOG00000012192
D4A598	ENSRNOG00000003030
D4A8P9	ENSRNOG00000002368
D4AAR3	ENSRNOG00000031097
D4ACZ5	ENSRNOG00000036813
D4ADE0	ENSRNOG00000026759
D4ADT2	ENSRNOG00000024008
D4AE15	ENSRNOG00000033235
E9PT83	ENSRNOG00000003388
F1LNX8	ENSRNOG00000003094
F1LTC6	ENSRNOG00000038383
F1LWE4	ENSRNOG00000011397
F1LYJ1	ENSRNOG00000011640
F1M3L9	ENSRNOG00000008800
F1M453	ENSRNOG00000006098
F1M4Z8	ENSRNOG00000037863
G3V989	ENSRNOG00000034177
D4A888	ENSRNOG00000045666
F1LMS0	ENSRNOG00000011963
F1LNE1	ENSRNOG00000028649
F1LNN2	ENSRNOG00000030246
F1LRK4	ENSRNOG00000003392
F1LSX1	ENSRNOG00000011887
F1LTP5	ENSRNOG00000034266
F1LVM0	ENSRNOG00000003952
F1LW33	ENSRNOG00000032580
F1LWP8	ENSRNOG00000033125
F1LX79	ENSRNOG00000038697
F1M0U2	ENSRNOG00000030934
F1M147	ENSRNOG00000012980
F1M4Q7	ENSRNOG00000016208
F1M6N0	ENSRNOG00000023511
D3ZC99	ENSRNOG00000024526
D3ZGU4	ENSRNOG00000024746
D3ZJB3	ENSRNOG00000049485
D3ZS35	ENSRNOG00000028208
D3ZST4	ENSRNOG00000042230
D3ZY06	ENSRNOG00000033060
D4A4R5	ENSRNOG00000002391
D4ACT0	ENSRNOG00000021902
D4ADQ2	ENSRNOG00000021657
D3ZLZ3	ENSRNOG00000037399
D3ZRD2	ENSRNOG00000032180
D3ZRZ9	ENSRNOG00000023679
D3ZS25	ENSRNOG00000029107
D3ZV51	ENSRNOG00000032126
D3ZVW3	ENSRNOG00000015229
D3ZVY6	ENSRNOG00000025536
D3ZW52	ENSRNOG00000009905
D4A220	ENSRNOG00000030471
D4A6Y0	ENSRNOG00000027808
D4A846	ENSRNOG00000037834
D4ABV2	ENSRNOG00000024557
D4ACF5	ENSRNOG00000015676
E9PST6	ENSRNOG00000029126
E9PU36	ENSRNOG00000002718
E9PSK7	ENSRNOG00000033568
D3ZGQ3	ENSRNOG00000006795
D3ZGU8	ENSRNOG00000050054
D3ZKS5	ENSRNOG00000047574
D3ZN79	ENSRNOG00000030364
D3ZP03	ENSRNOG00000032512
D3ZV56	ENSRNOG00000003479
D4A255	ENSRNOG00000016224
D3ZF86	ENSRNOG00000011460
D3ZGX8	ENSRNOG00000006770
D4A0W4	ENSRNOG00000005776
D4A6Q6	ENSRNOG00000014483
D4A6R4	ENSRNOG00000017557
D4A8V0	ENSRNOG00000004695
D4AD10	ENSRNOG00000005431
D4AE64	ENSRNOG00000026217
D4AEL2	ENSRNOG00000018400
A0A0U1RRV3	ENSRNOG00000058939
M0R579	ENSRNOG00000048616
M0R5B1	ENSRNOG00000049407
M0R5N5	ENSRNOG00000025151
M0R7E4	ENSRNOG00000045696
M0R7T6	ENSRNOG00000046547
M0R8C1	ENSRNOG00000049629
